id:ID,:LABEL,preflabel,synonyms:IGNORE,name,description
HP:0001288,DISO,Gait disturbance,NA,Gait disturbance,NA
HP:0001257,DISO,Spasticity,NA,Spasticity,NA
HP:0001824,DISO,Weight loss,NA,Weight loss,NA
GO:0042802,PHYS,identical protein binding,NA,identical protein binding,NA
HGNC:11834,GENE,TKT,HEL-S-48|HEL107|SDDHD|TK|TKT1,transketolase,"This gene encodes a thiamine-dependent enzyme which plays a role in the channeling of excess sugar phosphates to glycolysis in the pentose phosphate pathway. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Apr 2012]."
HGNC:20778,GENE,TUBB,CDCBM6|CSCSC1|M40|OK/SW-cl.56|TUBB1|TUBB5,tubulin beta class I,"This gene encodes a beta tubulin protein. This protein forms a dimer with alpha tubulin and acts as a structural component of microtubules. Mutations in this gene cause cortical dysplasia, complex, with other brain malformations 6. Alternative splicing results in multiple splice variants. There are multiple pseudogenes for this gene on chromosomes 1, 6, 7, 8, 9, and 13. [provided by RefSeq, Jun 2014]."
HP:0002136,DISO,Broad-based gait,NA,Broad-based gait,NA
ZFIN:ZDB-GENE-990415-131,GENE,htt,HD|IT15|LOMARS,huntingtin,"Huntingtin is a disease gene linked to Huntington's disease, a neurodegenerative disorder characterized by loss of striatal neurons. This is thought to be caused by an expanded, unstable trinucleotide repeat in the huntingtin gene, which translates as a polyglutamine repeat in the protein product. A fairly broad range of trinucleotide repeats (9-35) has been identified in normal controls, and repeat numbers in excess of 40 have been described as pathological. The huntingtin locus is large, spanning 180 kb and consisting of 67 exons. The huntingtin gene is widely expressed and is required for normal development. It is expressed as 2 alternatively polyadenylated forms displaying different relative abundance in various fetal and adult tissues. The larger transcript is approximately 13.7 kb and is expressed predominantly in adult and fetal brain whereas the smaller transcript of approximately 10.3 kb is more widely expressed. The genetic defect leading to Huntington's disease may not necessarily eliminate transcription, but may confer a new property on the mRNA or alter the function of the protein. One candidate is the huntingtin-associated protein-1, highly expressed in brain, which has increased affinity for huntingtin protein with expanded polyglutamine repeats. This gene contains an upstream open reading frame in the 5' UTR that inhibits expression of the huntingtin gene product through translational repression. [provided by RefSeq, Jul 2016]."
ZP:0004643,DISO,"ceratobranchial cartilage morphology, abnormal",NA,"ceratobranchial cartilage morphology, abnormal",NA
HGNC:14353,GENE,DNALI1,P28|dJ423B22.5|hp28,dynein axonemal light intermediate chain 1,"This gene is the human homolog of the Chlamydomonas inner dynein arm gene, p28. The precise function of this gene is not known, however, it is a potential candidate for immotile cilia syndrome (ICS). Ultrastructural defects of the inner dynein arms are seen in patients with ICS. Immotile mutant strains of Chlamydomonas, a biflagellated algae, exhibit similar defects. [provided by RefSeq, Jul 2008]."
MGI:6294294,GENE,Tg(Prnp-HTT*82Q)61Gschi [involves: C3H/HeJ * C57BL/6J],NA,NA,NA
HGNC:4593,GENE,GRM1,GPRC1A|MGLU1|MGLUR1|PPP1R85|SCA44|SCAR13,glutamate metabotropic receptor 1,"This gene encodes a metabotropic glutamate receptor that functions by activating phospholipase C. L-glutamate is the major excitatory neurotransmitter in the central nervous system and activates both ionotropic and metabotropic glutamate receptors. Glutamatergic neurotransmission is involved in most aspects of normal brain function and can be perturbed in many neuropathologic conditions. The canonical alpha isoform of the encoded protein is a disulfide-linked homodimer whose activity is mediated by a G-protein-coupled phosphatidylinositol-calcium second messenger system. This gene may be associated with many disease states, including schizophrenia, bipolar disorder, depression, and breast cancer. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, May 2013]."
HGNC:2903,GENE,DLG4,MRD62|PSD95|SAP-90|SAP90,discs large MAGUK scaffold protein 4,"This gene encodes a member of the membrane-associated guanylate kinase (MAGUK) family. It heteromultimerizes with another MAGUK protein, DLG2, and is recruited into NMDA receptor and potassium channel clusters. These two MAGUK proteins may interact at postsynaptic sites to form a multimeric scaffold for the clustering of receptors, ion channels, and associated signaling proteins. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]."
HGNC:11179,GENE,SOD1,ALS|ALS1|HEL-S-44|IPOA|SOD|STAHP|hSod1|homodimer,superoxide dismutase 1,"The protein encoded by this gene binds copper and zinc ions and is one of two isozymes responsible for destroying free superoxide radicals in the body. The encoded isozyme is a soluble cytoplasmic protein, acting as a homodimer to convert naturally-occuring but harmful superoxide radicals to molecular oxygen and hydrogen peroxide. The other isozyme is a mitochondrial protein. In addition, this protein contains an antimicrobial peptide that displays antibacterial, antifungal, and anti-MRSA activity against E. coli, E. faecalis, S. aureus, S. aureus MRSA LPV+, S. agalactiae, and yeast C. krusei. Mutations in this gene have been implicated as causes of familial amyotrophic lateral sclerosis. Rare transcript variants have been reported for this gene. [provided by RefSeq, Jul 2020]."
HGNC:16064,GENE,GGA2,VEAR,"golgi associated, gamma adaptin ear containing, ARF binding protein 2","This gene encodes a member of the Golgi-localized, gamma adaptin ear-containing, ARF-binding (GGA) family. This family includes ubiquitous coat proteins that regulate the trafficking of proteins between the trans-Golgi network and the lysosome. These proteins share an amino-terminal VHS domain which mediates sorting of the mannose 6-phosphate receptors at the trans-Golgi network. They also contain a carboxy-terminal region with homology to the ear domain of gamma-adaptins. This family member may play a significant role in cargo molecules regulation and clathrin-coated vesicle assembly. [provided by RefSeq, Jul 2008]."
HGNC:8570,GENE,PACSIN1,SDPI,protein kinase C and casein kinase substrate in neurons 1,NA
HGNC:561,GENE,AP2A1,ADTAA|AP2-ALPHA|CLAPA1,adaptor related protein complex 2 subunit alpha 1,"This gene encodes the alpha 1 adaptin subunit of the adaptor protein 2 (AP-2) complex found in clathrin coated vesicles. The AP-2 complex is a heterotetramer consisting of two large adaptins (alpha or beta), a medium adaptin (mu), and a small adaptin (sigma). The complex is part of the protein coat on the cytoplasmic face of coated vesicles which links clathrin to receptors in vesicles. Alternative splicing of this gene results in two transcript variants encoding two different isoforms. A third transcript variant has been described, but its full length nature has not been determined. [provided by RefSeq, Jul 2008]."
GO:0007030,PHYS,Golgi organization,NA,Golgi organization,NA
HGNC:7993,GENE,NRBP1,BCON3|MADM|MUDPNP|NRBP,nuclear receptor binding protein 1,NA
ENSEMBL:ENSCAFG00000014682,GENE,ENSEMBL:ENSCAFG00000014682,NA,NA,NA
MP:0010053,DISO,decreased grip strength,NA,decreased grip strength,NA
UBERON:0000966,ANAT,retina,NA,retina,NA
HGNC:9871,GENE,RASA1,CM-AVM|CMAVM|CMAVM1|GAP|PKWS|RASA|RASGAP|p120|p120GAP|p120RASGAP,RAS p21 protein activator 1,"The protein encoded by this gene is located in the cytoplasm and is part of the GAP1 family of GTPase-activating proteins. The gene product stimulates the GTPase activity of normal RAS p21 but not its oncogenic counterpart. Acting as a suppressor of RAS function, the protein enhances the weak intrinsic GTPase activity of RAS proteins resulting in the inactive GDP-bound form of RAS, thereby allowing control of cellular proliferation and differentiation. Mutations leading to changes in the binding sites of either protein are associated with basal cell carcinomas. Mutations also have been associated with hereditary capillary malformations (CM) with or without arteriovenous malformations (AVM) and Parkes Weber syndrome. Alternative splicing results in two isoforms where the shorter isoform, lacking the N-terminal hydrophobic region but retaining the same activity, appears to be abundantly expressed in placental but not adult tissues. [provided by RefSeq, May 2012]."
ZP:0008733,DISO,"neural tube disorganized, abnormal",NA,"neural tube disorganized, abnormal",NA
HGNC:12508,GENE,UBQLN1,DA41|DSK2|PLIC-1|UBQN|XDRP1,ubiquilin 1,"This gene encodes an ubiquitin-like protein (ubiquilin) that shares a high degree of similarity with related products in yeast, rat and frog. Ubiquilins contain an N-terminal ubiquitin-like domain and a C-terminal ubiquitin-associated domain. They physically associate with both proteasomes and ubiquitin ligases, and thus are thought to functionally link the ubiquitination machinery to the proteasome to affect in vivo protein degradation. This ubiquilin has also been shown to modulate accumulation of presenilin proteins, and it is found in lesions associated with Alzheimer's and Parkinson's disease. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]."
MGI:1261831,GENE,Hap1,HAP2|HIP5|HLP|hHLP1,huntingtin associated protein 1,"Huntington's disease (HD), a neurodegenerative disorder characterized by loss of striatal neurons, is caused by an expansion of a polyglutamine tract in the HD protein huntingtin. This gene encodes a protein that interacts with huntingtin, with two cytoskeletal proteins (dynactin and pericentriolar autoantigen protein 1), and with a hepatocyte growth factor-regulated tyrosine kinase substrate. The interactions with cytoskeletal proteins and a kinase substrate suggest a role for this protein in vesicular trafficking or organelle transport. Several alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jul 2008]."
GO:0099523,PHYS,presynaptic cytosol,NA,presynaptic cytosol,NA
HGNC:11537,GENE,TAF4,TAF(II)130|TAF(II)135|TAF2C|TAF2C1|TAF4A|TAFII-130|TAFII-135|TAFII130|TAFII135,TATA-box binding protein associated factor 4,"Initiation of transcription by RNA polymerase II requires the activities of more than 70 polypeptides. The protein that coordinates these activities is transcription factor IID (TFIID), which binds to the core promoter to position the polymerase properly, serves as the scaffold for assembly of the remainder of the transcription complex, and acts as a channel for regulatory signals. TFIID is composed of the TATA-binding protein (TBP) and a group of evolutionarily conserved proteins known as TBP-associated factors or TAFs. TAFs may participate in basal transcription, serve as coactivators, function in promoter recognition or modify general transcription factors (GTFs) to facilitate complex assembly and transcription initiation. This gene encodes one of the larger subunits of TFIID that has been shown to potentiate transcriptional activation by retinoic acid, thyroid hormone and vitamin D3 receptors. In addition, this subunit interacts with the transcription factor CREB, which has a glutamine-rich activation domain, and binds to other proteins containing glutamine-rich regions. Aberrant binding to this subunit by proteins with expanded polyglutamine regions has been suggested as one of the pathogenetic mechanisms underlying a group of neurodegenerative disorders referred to as polyglutamine diseases. [provided by RefSeq, Jul 2008]."
HGNC:16463,GENE,PRPF40A,FBP-11|FBP11|FLAF1|FNBP3|HIP-10|HIP10|HYPA|NY-REN-6|Prp40,pre-mRNA processing factor 40 homolog A,NA
HP:0040140,DISO,Degeneration of the striatum,NA,Degeneration of the striatum,NA
HGNC:4914,GENE,UBE2K,E2-25K|HIP2|HYPG|LIG|UBC1,ubiquitin conjugating enzyme E2 K,"The protein encoded by this gene belongs to the ubiquitin-conjugating enzyme family. This protein interacts with RING finger proteins, and it can ubiquitinate huntingtin, the gene product for Huntington's disease. Known functions for this protein include a role in aggregate formation of expanded polyglutamine proteins and the suppression of apoptosis in polyglutamine diseases, a role in the dislocation of newly synthesized MHC class I heavy chains from the endoplasmic reticulum, and involvement in foam cell formation. Multiple transcript variants encoding different isoforms have been identified for this gene. [provided by RefSeq, Jul 2008]."
HGNC:31326,GENE,ATXN2L,A2D|A2LG|A2LP|A2RP,ataxin 2 like,"This gene encodes an ataxin type 2 related protein of unknown function. This protein is a member of the spinocerebellar ataxia (SCAs) family, which is associated with a complex group of neurodegenerative disorders. Several alternatively spliced transcripts encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]."
HGNC:17822,GENE,PTGES2,C9orf15|GBF-1|GBF1|PGES2|mPGES-2,prostaglandin E synthase 2,"The protein encoded by this gene is a membrane-associated prostaglandin E synthase, which catalyzes the conversion of prostaglandin H2 to prostaglandin E2. This protein also has been shown to activate the transcription regulated by a gamma-interferon-activated transcription element (GATE). Multiple transcript variants have been found for this gene. [provided by RefSeq, Jun 2009]."
HGNC:10474,GENE,RUVBL1,ECP-54|ECP54|INO80H|NMP 238|NMP238|PONTIN|Pontin52|RVB1|TIH1|TIP49|TIP49A,RuvB like AAA ATPase 1,"This gene encodes a protein that has both DNA-dependent ATPase and DNA helicase activities and belongs to the ATPases associated with diverse cellular activities (AAA+) protein family. The encoded protein associates with several multisubunit transcriptional complexes and with protein complexes involved in both ATP-dependent remodeling and histone modification. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jan 2016]."
HGNC:10560,GENE,ATXN7,ADCAII|OPCA3|SCA7|SGF73,ataxin 7,"The autosomal dominant cerebellar ataxias (ADCA) are a heterogeneous group of neurodegenerative disorders characterized by progressive degeneration of the cerebellum, brain stem and spinal cord. Clinically, ADCA has been divided into three groups: ADCA types I-III. ADCAI is genetically heterogeneous, with five genetic loci, designated spinocerebellar ataxia (SCA) 1, 2, 3, 4 and 6, being assigned to five different chromosomes. ADCAII, which always presents with retinal degeneration (SCA7), and ADCAIII often referred to as the 'pure' cerebellar syndrome (SCA5), are most likely homogeneous disorders. Several SCA genes have been cloned and shown to contain CAG repeats in their coding regions. ADCA is caused by the expansion of the CAG repeats, producing an elongated polyglutamine tract in the corresponding protein. The expanded repeats are variable in size and unstable, usually increasing in size when transmitted to successive generations. This locus has been mapped to chromosome 3, and it has been determined that the diseased allele associated with spinocerebellar ataxia-7 contains 37-306 CAG repeats (near the N-terminus), compared to 4-35 in the normal allele. The encoded protein is a component of the SPT3/TAF9/GCN5 acetyltransferase (STAGA) and TBP-free TAF-containing (TFTC) chromatin remodeling complexes, and it thus plays a role in transcriptional regulation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2016]."
HGNC:7739,GENE,NEFL,CMT1F|CMT2E|CMTDIG|NF-L|NF68|NFL|PPP1R110,neurofilament light chain,"Neurofilaments are type IV intermediate filament heteropolymers composed of light, medium, and heavy chains. Neurofilaments comprise the axoskeleton and they functionally maintain the neuronal caliber. They may also play a role in intracellular transport to axons and dendrites. This gene encodes the light chain neurofilament protein. Mutations in this gene cause Charcot-Marie-Tooth disease types 1F (CMT1F) and 2E (CMT2E), disorders of the peripheral nervous system that are characterized by distinct neuropathies. A pseudogene has been identified on chromosome Y. [provided by RefSeq, Oct 2008]."
HGNC:5985,GENE,IL17RA,CANDF5|CD217|CDw217|IL-17RA|IL17R|IMD51|hIL-17R,interleukin 17 receptor A,"Interleukin 17A (IL17A) is a proinflammatory cytokine secreted by activated T-lymphocytes. It is a potent inducer of the maturation of CD34-positive hematopoietic precursors into neutrophils. The transmembrane protein encoded by this gene (interleukin 17A receptor; IL17RA) is a ubiquitous type I membrane glycoprotein that binds with low affinity to interleukin 17A. Interleukin 17A and its receptor play a pathogenic role in many inflammatory and autoimmune diseases such as rheumatoid arthritis. Like other cytokine receptors, this receptor likely has a multimeric structure. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Feb 2014]."
HGNC:9559,GENE,PSMD2,P97|RPN1|S2|TRAP2,"proteasome 26S subunit ubiquitin receptor, non-ATPase 2","The 26S proteasome is a multicatalytic proteinase complex with a highly ordered structure composed of 2 complexes, a 20S core and a 19S regulator. The 20S core is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. The 19S regulator is composed of a base, which contains 6 ATPase subunits and 2 non-ATPase subunits, and a lid, which contains up to 10 non-ATPase subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway. An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes one of the non-ATPase subunits of the 19S regulator lid. In addition to participation in proteasome function, this subunit may also participate in the TNF signalling pathway since it interacts with the tumor necrosis factor type 1 receptor. A pseudogene has been identified on chromosome 1. Alternative splicing results in multiple transcript variants of this gene. [provided by RefSeq, Jul 2013]."
EFO:0009589,GENO,worry measurement,NA,worry measurement,NA
HGNC:24882,GENE,GOLPH3L,GPP34R,golgi phosphoprotein 3 like,"The Golgi complex plays a key role in the sorting and modification of proteins exported from the endoplasmic reticulum. The protein encoded by this gene is localized at the Golgi stack and may have a regulatory role in Golgi trafficking. [provided by RefSeq, Jul 2008]."
EFO:0004308,GENO,leukocyte count,NA,leukocyte count,NA
HGNC:23024,GENE,COMMD1,C2orf5|MURR1,copper metabolism domain containing 1,"COMMD1 is a regulator of copper homeostasis, sodium uptake, and NF-kappa-B (see MIM 164011) signaling (de Bie et al., 2005 [PubMed 16267171]).[supplied by OMIM, Sep 2009]."
MGI:5564936,GENE,Emx1<tm1(cre)Ito>/Emx1<+>; Rgs9<tm1(cre)Yql>/Rgs9<+>; Tg(HTT*97Q)IXwy [involves: 129P2/OlaHsd * FVB],NA,NA,NA
MP:0006386,DISO,absent somites,NA,absent somites,NA
HGNC:7095,GENE,MID1,BBBG1|FXY|GBBB1|MIDIN|OGS1|OS|OSX|RNF59|TRIM18|XPRF|ZNFXY,midline 1,"The protein encoded by this gene is a member of the tripartite motif (TRIM) family, also known as the 'RING-B box-coiled coil' (RBCC) subgroup of RING finger proteins. The TRIM motif includes three zinc-binding domains, a RING, a B-box type 1 and a B-box type 2, and a coiled-coil region. This protein forms homodimers which associate with microtubules in the cytoplasm. The protein is likely involved in the formation of multiprotein structures acting as anchor points to microtubules. Mutations in this gene have been associated with the X-linked form of Opitz syndrome, which is characterized by midline abnormalities such as cleft lip, laryngeal cleft, heart defects, hypospadias, and agenesis of the corpus callosum. This gene was also the first example of a gene subject to X inactivation in human while escaping it in mouse. Alternative promoter use, alternative splicing and alternative polyadenylation result in multiple transcript variants that have different tissue specificities. [provided by RefSeq, Dec 2016]."
MGI:3694681,GENE,Tg(HDexon1)62Gpb [B6CBA-Tg(HDexon1)62Gpb/1J],NA,NA,NA
HGNC:3280,GENE,EIF3B,EIF3-ETA|EIF3-P110|EIF3-P116|EIF3S9|PRT1,eukaryotic translation initiation factor 3 subunit B,NA
HGNC:20261,GENE,NUP58,NUP45|NUPL1|PRO2463,nucleoporin 58,"This gene encodes a member of the nucleoporin family that shares 87% sequence identity with rat nucleoporin p58. The protein is localized to the nuclear rim and is a component of the nuclear pore complex (NPC). All molecules entering or leaving the nucleus either diffuse through or are actively transported by the NPC. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]."
HGNC:2717,GENE,DDB1,DDBA|UV-DDB1|WHIKERS|XAP1|XPCE|XPE|XPE-BF,damage specific DNA binding protein 1,"The protein encoded by this gene is the large subunit (p127) of the heterodimeric DNA damage-binding (DDB) complex while another protein (p48) forms the small subunit. This protein complex functions in nucleotide-excision repair and binds to DNA following UV damage. Defective activity of this complex causes the repair defect in patients with xeroderma pigmentosum complementation group E (XPE) - an autosomal recessive disorder characterized by photosensitivity and early onset of carcinomas. However, it remains for mutation analysis to demonstrate whether the defect in XPE patients is in this gene or the gene encoding the small subunit. In addition, Best vitelliform mascular dystrophy is mapped to the same region as this gene on 11q, but no sequence alternations of this gene are demonstrated in Best disease patients. The protein encoded by this gene also functions as an adaptor molecule for the cullin 4 (CUL4) ubiquitin E3 ligase complex by facilitating the binding of substrates to this complex and the ubiquitination of proteins. [provided by RefSeq, May 2012]."
GO:0048471,PHYS,perinuclear region of cytoplasm,NA,perinuclear region of cytoplasm,NA
HGNC:11125,GENE,SUMO2,HSMT3|SMT3B|SMT3H2|SUMO3|Smt3A,small ubiquitin like modifier 2,"This gene encodes a protein that is a member of the SUMO (small ubiquitin-like modifier) protein family. It functions in a manner similar to ubiquitin in that it is bound to target proteins as part of a post-translational modification system. However, unlike ubiquitin which targets proteins for degradation, this protein is involved in a variety of cellular processes, such as nuclear transport, transcriptional regulation, apoptosis, and protein stability. It is not active until the last two amino acids of the carboxy-terminus have been cleaved off. Numerous pseudogenes have been reported for this gene. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]."
HP:0002069,DISO,Bilateral tonic-clonic seizure,NA,Bilateral tonic-clonic seizure,NA
HGNC:7672,GENE,NCOR1,N-CoR|N-CoR1|PPP1R109|TRAC1|hN-CoR,nuclear receptor corepressor 1,"This gene encodes a protein that mediates ligand-independent transcription repression of thyroid-hormone and retinoic-acid receptors by promoting chromatin condensation and preventing access of the transcription machinery. It is part of a complex which also includes histone deacetylases and transcriptional regulators similar to the yeast protein Sin3p. This gene is located between the Charcot-Marie-Tooth and Smith-Magenis syndrome critical regions on chromosome 17. Alternate splicing results in multiple transcript variants. Pseudogenes of this gene are found on chromosomes 17 and 20.[provided by RefSeq, Jun 2010]."
EFO:0004784,GENO,self reported educational attainment,NA,self reported educational attainment,NA
HGNC:5237,GENE,HSPA4,APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY,heat shock protein family A (Hsp70) member 4,NA
EFO:0008378,GENO,mosquito bite reaction size measurement,NA,mosquito bite reaction size measurement,NA
GO:0042297,PHYS,vocal learning,NA,vocal learning,NA
MP:0002083,DISO,premature death,NA,premature death,NA
MGI:5763069,GENE,Supt4a<tm1Yty>/Supt4a<+>; Tg(HDexon1)62Gpb [involves: 129S6/SvEvTac * C57BL/6 * CBA],NA,NA,NA
GO:0030424,PHYS,axon,NA,axon,NA
HGNC:9564,GENE,PSMD6,Rpn7|S10|SGA-113M|p42A|p44S10,"proteasome 26S subunit, non-ATPase 6","This gene encodes a member of the protease subunit S10 family. The encoded protein is a subunit of the 26S proteasome which colocalizes with DNA damage foci and is involved in the ATP-dependent degradation of ubiquinated proteins. Alternative splicing results in multiple transcript variants [provided by RefSeq, Nov 2012]."
HGNC:9537,GENE,PSMB1,HC5|PMSB1|PSC5,proteasome 20S subunit beta 1,"The proteasome is a multicatalytic proteinase complex with a highly ordered ring-shaped 20S core structure. The core structure is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway.  An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes a member of the proteasome B-type family, also known as the T1B family, that is a 20S core beta subunit. This gene is tightly linked to the TBP (TATA-binding protein) gene in human and in mouse, and is transcribed in the opposite orientation in both species. [provided by RefSeq, Jul 2008]."
HGNC:28164,GENE,PRRC1,NA,proline rich coiled-coil 1,NA
HP:0000718,DISO,Aggressive behavior,NA,Aggressive behavior,NA
HP:0001272,DISO,Cerebellar atrophy,NA,Cerebellar atrophy,NA
HGNC:6600,GENE,LIG3,LIG2|LIG3alpha,DNA ligase 3,"This gene is a member of the DNA ligase family. Each member of this family encodes a protein that catalyzes the joining of DNA ends but they each have a distinct role in DNA metabolism. The protein encoded by this gene is involved in excision repair and is located in both the mitochondria and nucleus, with translation initiation from the upstream start codon allowing for transport to the mitochondria and translation initiation from a downstream start codon allowing for transport to the nucleus. Additionally, alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]."
HGNC:9966,GENE,REST,DFNA27|GINGF5|HGF5|NRSF|WT6|XBR,RE1 silencing transcription factor,"This gene was initially identified as a transcriptional repressor that represses neuronal genes in non-neuronal tissues. However, depending on the cellular context, this gene can act as either an oncogene or a tumor suppressor. The encoded protein is a member of the Kruppel-type zinc finger transcription factor family. It represses transcription by binding a DNA sequence element called the neuron-restrictive silencer element. The protein is also found in undifferentiated neuronal progenitor cells and it is thought that this repressor may act as a master negative regulator of neurogenesis. Alternatively spliced transcript variants have been described. [provided by RefSeq, May 2018]."
GO:0043065,PHYS,positive regulation of apoptotic process,NA,positive regulation of apoptotic process,NA
HGNC:4298,GENE,GLB1,EBP|ELNR1|MPS4B,galactosidase beta 1,"This gene encodes a member of the glycosyl hydrolase 35 family of proteins. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein that is proteolytically processed to generate the mature lysosomal enzyme. This enzyme catalyzes the hydrolysis of a terminal beta-linked galactose residue from ganglioside substrates and other glycoconjugates. Mutations in this gene may result in GM1-gangliosidosis and Morquio B syndrome. [provided by RefSeq, Nov 2015]."
HGNC:9544,GENE,PSMB7,NA,proteasome 20S subunit beta 7,"The proteasome is a multicatalytic proteinase complex with a highly ordered ring-shaped 20S core structure. The core structure is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway. The encoded protein is a member of the proteasome B-type family, also known as the T1B family, and is a 20S core beta subunit in the proteasome. Expression of this catalytic subunit is downregulated by gamma interferon, and proteolytic processing is required to generate a mature subunit. A pseudogene of this gene is located on the long arm of chromosome 14. [provided by RefSeq, Jul 2012]."
HGNC:463,GENE,AMFR,GP78|RNF45,autocrine motility factor receptor,"This locus encodes a glycosylated transmembrane receptor. Its ligand, autocrine motility factor, is a tumor motility-stimulating protein secreted by tumor cells. The encoded receptor is also a member of the E3 ubiquitin ligase family of proteins. It catalyzes ubiquitination and endoplasmic reticulum-associated degradation of specific proteins. [provided by RefSeq, Feb 2012]."
HGNC:9558,GENE,PSMD13,HSPC027|Rpn9|S11|p40.5,"proteasome 26S subunit, non-ATPase 13","The 26S proteasome is a multicatalytic proteinase complex with a highly ordered structure composed of 2 complexes, a 20S core and a 19S regulator. The 20S core is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. The 19S regulator is composed of a base, which contains 6 ATPase subunits and 2 non-ATPase subunits, and a lid, which contains up to 10 non-ATPase subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway.  An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes a non-ATPase subunit of the 19S regulator. Two transcripts encoding different isoforms have been described. [provided by RefSeq, Jul 2008]."
HGNC:4584,GENE,GRIN1,GluN1|MRD8|NDHMSD|NDHMSR|NMD-R1|NMDA1|NMDAR1|NR1,glutamate ionotropic receptor NMDA type subunit 1,"The protein encoded by this gene is a critical subunit of N-methyl-D-aspartate receptors, members of the glutamate receptor channel superfamily which are heteromeric protein complexes with multiple subunits arranged to form a ligand-gated ion channel. These subunits play a key role in the plasticity of synapses, which is believed to underlie memory and learning. Cell-specific factors are thought to control expression of different isoforms, possibly contributing to the functional diversity of the subunits. Alternatively spliced transcript variants have been described. [provided by RefSeq, Jul 2008]."
HP:0001332,DISO,Dystonia,NA,Dystonia,NA
HGNC:26433,GENE,ZMAT2,Ptg-12|Snu23,zinc finger matrin-type 2,NA
HGNC:28912,GENE,WDR45,JM5|NBIA4|NBIA5|WDRX1|WIPI-4|WIPI4,WD repeat domain 45,"This gene encodes a member of the WD repeat protein family. WD repeats are minimally conserved regions of approximately 40 amino acids typically bracketed by gly-his and trp-asp (GH-WD), which may facilitate formation of heterotrimeric or multiprotein complexes. Members of this family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. This gene has a pseudogene at chromosome 4q31.3. Multiple alternatively spliced transcript variants encoding distinct isoforms have been found for this gene, but the biological validity and full-length nature of some variants have not been determined. [provided by RefSeq, Jul 2008]."
UBERON:0013540,ANAT,Brodmann (1909) area 9,NA,Brodmann (1909) area 9,NA
HGNC:25169,GENE,GPRASP2,DFNX7|GASP2,G protein-coupled receptor associated sorting protein 2,"The protein encoded by this gene is a member of a family that regulates the activity of G protein-coupled receptors (GPCRs). The encoded protein has been shown to be capable of interacting with several GPCRs, including the M1 muscarinic acetylcholine receptor and the calcitonin receptor. Several transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, May 2010]."
HP:0002063,DISO,Rigidity,NA,Rigidity,NA
HGNC:8127,GENE,OGT,HINCUT-1|HRNT1|MRX106|O-GLCNAC|OGT1|XLID106,O-linked N-acetylglucosamine (GlcNAc) transferase,"This gene encodes a glycosyltransferase that catalyzes the addition of a single N-acetylglucosamine in O-glycosidic linkage to serine or threonine residues. Since both phosphorylation and glycosylation compete for similar serine or threonine residues, the two processes may compete for sites, or they may alter the substrate specificity of nearby sites by steric or electrostatic effects. The protein contains multiple tetratricopeptide repeats that are required for optimal recognition of substrates. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Oct 2009]."
